F|2026-09-18|84
C|842022943|1012601|18A|precio9|1019.98|0.0000|1019.98|183.60|1203.58|10|GENERADO|2026-09-18|84|0|0|0.0000
C|842022944|100922|18A|precio9|1278.54|0.0000|1278.54|230.14|1508.68|10|GENERADO|2026-09-18|84|0|0|0.0000
C|842022945|1011677|18A|precio9|511.37|0.0000|511.37|92.05|603.42|5|GENERADO|2026-09-18|84|0|0|0.0000
D|842022943|RL010012|3|5.5100|16.5300
D|842022943|RL010013|3|5.5100|16.5300
D|842022943|RL010031|8|5.5100|44.0800
D|842022943|RL010032|8|5.5100|44.0800
D|842022943|RL010033|6|5.5100|33.0600
D|842022943|RL010042|4|5.5100|22.0400
D|842022943|RL010043|4|5.5100|22.0400
D|842022943|RL010551|2|5.5100|11.0200
D|842022943|RL010552|6|5.5100|33.0600
D|842022943|RL010553|4|5.5100|22.0400
D|842022943|RL011012|2|5.6500|11.3000
D|842022943|RL011013|3|5.6500|16.9500
D|842022943|RL011031|4|5.6500|22.6000
D|842022943|RL011032|6|5.6500|33.9000
D|842022943|RL011033|2|5.6500|11.3000
D|842022943|RL011041|2|5.6500|11.3000
D|842022943|RL011042|2|5.6500|11.3000
D|842022943|RL011551|5|5.6500|28.2500
D|842022943|RL011552|5|5.6500|28.2500
D|842022943|RL011553|3|5.6500|16.9500
D|842022943|RL640034|3|14.8300|44.4900
D|842022943|RL640035|3|14.8300|44.4900
D|842022943|RL640036|3|14.8300|44.4900
D|842022943|RL640434|2|14.8300|29.6600
D|842022943|RL640435|2|14.8300|29.6600
D|842022943|RL640436|2|14.8300|29.6600
D|842022943|RL640554|1|14.8300|14.8300
D|842022943|RL640555|1|14.8300|14.8300
D|842022943|RL640556|1|14.8300|14.8300
D|842022943|RL640804|2|14.8300|29.6600
D|842022943|RL640805|2|14.8300|29.6600
D|842022943|RL640806|2|14.8300|29.6600
D|842022943|RL650031|6|4.9400|29.6400
D|842022943|RL650032|6|4.9400|29.6400
D|842022943|RL650033|6|4.9400|29.6400
D|842022943|RL650431|3|4.9400|14.8200
D|842022943|RL650432|3|4.9400|14.8200
D|842022943|RL650433|3|4.9400|14.8200
D|842022943|RL650551|2|4.9400|9.8800
D|842022943|RL650552|2|4.9400|9.8800
D|842022943|RL650553|2|4.9400|9.8800
D|842022943|RL650801|3|4.9400|14.8200
D|842022943|RL650802|3|4.9400|14.8200
D|842022943|RL650803|3|4.9400|14.8200
D|842022944|RL280012|6|4.5900|27.5400
D|842022944|RL280013|6|4.5900|27.5400
D|842022944|RL280032|6|4.5900|27.5400
D|842022944|RL280033|6|4.5900|27.5400
D|842022944|RL280102|3|4.5900|13.7700
D|842022944|RL280103|3|4.5900|13.7700
D|842022944|RL280552|3|4.5900|13.7700
D|842022944|RL280553|3|4.5900|13.7700
D|842022944|RL280622|3|4.5900|13.7700
D|842022944|RL280623|3|4.5900|13.7700
D|842022944|RL280802|3|4.5900|13.7700
D|842022944|RL280803|3|4.5900|13.7700
D|842022944|RL370012|6|4.5900|27.5400
D|842022944|RL370032|6|4.5900|27.5400
D|842022944|RL370102|6|4.5900|27.5400
D|842022944|RL370432|3|4.5900|13.7700
D|842022944|RL370552|3|4.5900|13.7700
D|842022944|RL370802|3|4.5900|13.7700
D|842022944|RL640014|3|14.8300|44.4900
D|842022944|RL640015|3|14.8300|44.4900
D|842022944|RL640016|3|14.8300|44.4900
D|842022944|RL640035|3|14.8300|44.4900
D|842022944|RL640036|3|14.8300|44.4900
D|842022944|RL640433|2|14.8300|29.6600
D|842022944|RL640434|2|14.8300|29.6600
D|842022944|RL640435|2|14.8300|29.6600
D|842022944|RL640436|2|14.8300|29.6600
D|842022944|RL640554|2|14.8300|29.6600
D|842022944|RL640555|2|14.8300|29.6600
D|842022944|RL640556|2|14.8300|29.6600
D|842022944|RL640804|2|14.8300|29.6600
D|842022944|RL640805|3|14.8300|44.4900
D|842022944|RL640806|3|14.8300|44.4900
D|842022944|RL840014|2|14.8300|29.6600
D|842022944|RL840015|2|14.8300|29.6600
D|842022944|RL840016|2|14.8300|29.6600
D|842022944|RL840033|2|14.8300|29.6600
D|842022944|RL840034|2|14.8300|29.6600
D|842022944|RL840035|2|14.8300|29.6600
D|842022944|RL840036|2|14.8300|29.6600
D|842022944|RL840554|2|14.8300|29.6600
D|842022944|RL840555|2|14.8300|29.6600
D|842022944|RL840556|2|14.8300|29.6600
D|842022944|RL840804|2|14.8300|29.6600
D|842022944|RL840805|2|14.8300|29.6600
D|842022944|RL840806|2|14.8300|29.6600
D|842022945|RL010012|2|5.5100|11.0200
D|842022945|RL010013|2|5.5100|11.0200
D|842022945|RL010042|2|5.5100|11.0200
D|842022945|RL010043|2|5.5100|11.0200
D|842022945|RL010552|2|5.5100|11.0200
D|842022945|RL011011|1|5.6500|5.6500
D|842022945|RL011012|2|5.6500|11.3000
D|842022945|RL011031|1|5.6500|5.6500
D|842022945|RL011032|2|5.6500|11.3000
D|842022945|RL011041|1|5.6500|5.6500
D|842022945|RL011042|2|5.6500|11.3000
D|842022945|RL011551|1|5.6500|5.6500
D|842022945|RL011552|2|5.6500|11.3000
D|842022945|RL260552|2|3.8800|7.7600
D|842022945|RL260622|2|3.8800|7.7600
D|842022945|RL300032|6|4.5900|27.5400
D|842022945|RL320032|2|3.8800|7.7600
D|842022945|RL320042|3|3.8800|11.6400
D|842022945|RL320552|2|3.8800|7.7600
D|842022945|RL600012|2|4.5900|9.1800
D|842022945|RL600032|2|4.5900|9.1800
D|842022945|RL600072|1|4.5900|4.5900
D|842022945|RL600432|2|4.5900|9.1800
D|842022945|RL690032|2|4.9400|9.8800
D|842022945|RL690432|2|4.9400|9.8800
D|842022945|RL690433|2|4.9400|9.8800
D|842022945|RL690622|2|4.9400|9.8800
D|842022945|RL690623|2|4.9400|9.8800
D|842022945|RL690802|2|4.9400|9.8800
D|842022945|RL690803|2|4.9400|9.8800
